,attack,attackProb,attackRange,choice,currProb,predatorType,reward,round,rt,totMoney,trial,subID
20,FALSE,4.800000190734863,7,3,0.1920000165700912,1,9,117,1.2705000638961792,1177,117,18
21,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,118,2.389899253845215,1167,118,18
22,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,119,1.255000114440918,1157,119,18
23,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,12,3.7232978343963614,71,12,18
24,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,120,0.6195999979972839,1173,120,18
25,FALSE,4.800000190734863,7,1,0,1,1,13,3.1559982299804688,72,13,18
26,FALSE,2.5999999046325684,7,3,0.1040000021457672,0,9,14,1.6219993829727173,81,14,18
27,FALSE,2.5999999046325684,7,4,0.1624999940395355,0,16,15,1.5720999240875244,97,15,18
28,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,16,1.7550002336502075,122,16,18
29,FALSE,2.5999999046325684,7,5,0.2339999973773956,0,25,17,2.089799642562866,147,17,18
30,TRUE,4.800000190734863,7,5,0.4320000410079956,1,-10,18,2.357099294662476,137,18,18
31,TRUE,4.800000190734863,7,6,0.5879999995231628,1,-10,19,3.273900032043457,127,19,18
32,FALSE,4.800000190734863,7,2,0,1,4,2,3.629599332809448,-6,2,18
33,FALSE,4.800000190734863,7,4,0.3000000119209289,1,16,20,1.621500015258789,143,20,18
34,FALSE,4.800000190734863,7,5,0.4320000410079956,1,25,21,2.2047994136810303,168,21,18
